loss,mae,val_loss,val_mae,learning_rate
16933.85546875,124.66886138916016,6033.41162109375,70.31509399414062,0.0010000000474974513
2783.883544921875,40.897987365722656,1548.5657958984375,32.686180114746094,0.0010000000474974513
1148.484619140625,25.777748107910156,478.90338134765625,17.587505340576172,0.0010000000474974513
540.008056640625,18.458280563354492,87.62007904052734,7.203720569610596,0.0010000000474974513
349.4629821777344,14.763121604919434,61.11756134033203,6.083463191986084,0.0010000000474974513
302.0833435058594,13.721684455871582,51.63554000854492,5.62769079208374,0.0010000000474974513
278.6572570800781,13.206817626953125,43.46533966064453,5.18222713470459,0.0010000000474974513
250.26502990722656,12.473340034484863,39.974449157714844,5.0041632652282715,0.0010000000474974513
229.7091064453125,11.903824806213379,36.93245315551758,4.744054317474365,0.0010000000474974513
221.143310546875,11.713296890258789,36.870094299316406,4.809042453765869,0.0010000000474974513
207.05345153808594,11.2880220413208,29.24279022216797,4.086246013641357,0.0010000000474974513
197.47076416015625,11.06236743927002,28.87169647216797,4.1742167472839355,0.0010000000474974513
186.3993377685547,10.749109268188477,23.70547866821289,3.6241159439086914,0.0010000000474974513
179.31796264648438,10.534988403320312,22.196102142333984,3.5472664833068848,0.0010000000474974513
179.23931884765625,10.558523178100586,19.437101364135742,3.193049907684326,0.0010000000474974513
168.66204833984375,10.171578407287598,19.063045501708984,3.212501049041748,0.0010000000474974513
162.8656463623047,10.020652770996094,20.02276039123535,3.276989459991455,0.0010000000474974513
160.50759887695312,9.9506196975708,17.549129486083984,3.0377070903778076,0.0010000000474974513
160.1690216064453,9.92199420928955,16.91465950012207,2.961599588394165,0.0010000000474974513
153.40577697753906,9.755688667297363,18.889142990112305,3.172497034072876,0.0010000000474974513
153.89979553222656,9.726548194885254,15.55632209777832,2.8829689025878906,0.0010000000474974513
151.0795440673828,9.628509521484375,17.45047950744629,3.0304746627807617,0.0010000000474974513
145.49502563476562,9.500078201293945,17.07550811767578,3.082268714904785,0.0010000000474974513
146.28114318847656,9.497986793518066,15.15281867980957,2.886981725692749,0.0010000000474974513
140.24705505371094,9.28883171081543,13.174333572387695,2.6559717655181885,0.0010000000474974513
142.05239868164062,9.352462768554688,14.403141975402832,2.791576623916626,0.0010000000474974513
138.09939575195312,9.201375007629395,10.773062705993652,2.3912477493286133,0.0010000000474974513
138.69119262695312,9.204805374145508,12.020179748535156,2.5625574588775635,0.0010000000474974513
135.5833282470703,9.118142127990723,11.30339527130127,2.406221628189087,0.0010000000474974513
133.23983764648438,9.026796340942383,11.777846336364746,2.459996461868286,0.0010000000474974513
